BACIA;RIO;ESTADO;MUNICIPIO;RESPONSAVEL;OPERADORA;OPERADORA_UNIDADE;ROTEIRO;TIPOESTACAO;CODIGO;NOME;LATITUDE;LONGITUDE;AREADRENAGEM;OPERANDO;TEM_DADOS;TIPOESTACAOESCALA;TIPOESTACAOREGISTRADORNIVEL;TIPOESTACAODESCLIQUIDA;TIPOESTACAOSEDIMENTOS;TIPOESTACAOQUALAGUA;TIPOESTACAOTELEMETRICA;TIPOESTACAOPLUVIOMETRO;TIPOESTACAOREGISTRADORCHUVA;TIPOESTACAOTANQUEEVAPO;TIPOESTACAOCLIMATOLOGICA;TIPOREDEBASICA;TIPOREDEENERGETICA;TIPOREDENAVEGACAO;TIPOREDECURSODAGUA;TIPOREDEESTRATEGICA;TIPOREDECAPTACAO;TIPOREDESEDIMENTOS;TIPOREDEQUALAGUA;TIPOREDECLASSEVAZAO;PERIODOESCALAINICIO;PERIODOREGISTRADORNIVELINICIO;PERIODODESCLIQUIDAINICIO;PERIODOSEDIMENTOSINICIO;PERIODOQUALAGUAINICIO;PERIODOPLUVIOMETROINICIO;PERIODOREGISTRADORCHUVAINICIO;PERIODOTANQUEEVAPOINICIO;PERIODOCLIMATOLOGICAINICIO;PERIODOTELEMETRICAINICIO;Baixar Dados;Baixar MDB (Convencional);Baixar TXT (Convencional);Baixar CSV (Convencional);x;y
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;ANA;CPRM;CPRM-GO;19;Pluviométrica;1457000;TAPIRAPUÃ;-148.506;-577.678;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/06/1971;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457000;-57.767.799.999.999.900;-14.850.599.999.999.900
6 - RIO PARANÁ;;MT;BARRA DO BUGRES;ANA;CPRM;CPRM-GO;21;Pluviométrica;1457001;TANGARÁ DA SERRA;-146.322;-574.686;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/05/1969;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457001;-5.746.859.999.999.990;-14.632.199.999.999.900
1 - RIO AMAZONAS;;MT;DIAMANTINO;ANA;CPRM;CPRM-GO;21;Pluviométrica;1457003;DECIOLÂNDIA;-141.833;-575.069;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;28/02/1982;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457003;-5.750.689.999.999.990;-14.183.299.999.999.900
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;ANA;CPRM;CPRM-GO;21;Pluviométrica;1457004;PRÓXIMO ILHOCA;-145.847;-57.925;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/10/1999;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457004;-57.924.999.999.999.900;-14.584.699.999.999.900
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;SEMA-MT;HYDROCONSULT;;;Pluviométrica;1457005;FAZENDA SANTA AMÁLIA;-14.61;-577.281;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2011;;;;31/07/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457005;-5.772.809.999.999.990;-14.609.999.999.999.900
6 - RIO PARANÁ;;MT;NOVA MARILÂNDIA;MARACANÃ;MARACANÃ;;1;Pluviométrica;1457006;PCH MARACANÃ JUSANTE;-14.355;-576.164;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;30/11/2014;;;;30/11/2014;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457006;-5.761.639.999.999.990;-14.354.999.999.999.900
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;VARZEA DO JUBA;VARZEA DO JUBA;;;Pluviométrica;1457007;PCH GRAÇA BRENNAND JUSANTE;-149.756;-577.461;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;30/11/2014;;;;30/11/2014;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457007;-57.746.099.999.999.900;-14.975.599.999.999.900
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;PAMPEANA;PAMPEANA;;1;Pluviométrica;1457008;PCH PAMPEANA JUSANTE;-148.261;-579.031;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;30/04/2015;;;;30/04/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457008;-5.790.309.999.999.990;-1.482.609.999.999.990
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;RIO DO SAPO;RIO DO SAPO;;1;Pluviométrica;1457009;PCH RIO DO SAPO MONTANTE 1;-145.928;-577.731;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/08/2015;;;;31/08/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457009;-5.777.309.999.999.990;-14.592.799.999.999.900
6 - RIO PARANÁ;;MT;NOVA OLIMPIA;RIO DO SAPO;RIO DO SAPO;;1;Pluviométrica;1457010;PCH RIO DO SAPO MONTANTE 2;-145.564;-578.122;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/08/2015;;;;31/08/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457010;-5.781.219.999.999.990;-1.455.639.999.999.990
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;RIO DO SAPO;RIO DO SAPO;;1;Pluviométrica;1457011;PCH RIO DO SAPO BARRAMENTO;-146.108;-577.439;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/08/2015;;;;31/08/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457011;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457011;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457011;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457011;-5.774.389.999.999.990;-14.610.799.999.999.900
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;RECANTO;RECANTO;;1;Pluviométrica;1457012;PCH RECANTO BARRAMENTO;-144.194;-578.183;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;30/06/2019;;;;30/06/2019;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1457012;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1457012;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1457012;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1457012;-57.818.299.999.999.900;-1.441.939.999.999.990
1 - RIO AMAZONAS;;MT;TANGARÁ DA SERRA;ANA;CPRM;CPRM-GO;21;Pluviométrica;1458002;BRASFOR;-143.842;-582.344;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;28/02/1982;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1458002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1458002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1458002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1458002;-5.823.439.999.999.990;-14.384.199.999.999.900
1 - RIO AMAZONAS;;MT;PONTES E LACERDA;CONS.GUAPORÉ;CONS.GUAPORÉ;;1;Pluviométrica;1458004;UHE GUAPORÉ MONTANTE 2;-148.297;-58.91;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/10/2012;;;;31/10/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1458004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1458004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1458004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1458004;-5.890.999.999.999.990;-14.829.699.999.999.900
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;ITAMARATI;ITAMARATI;;;Pluviométrica;1458005;UHE JUBA I MONTANTE;-147.106;-581.025;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/03/2012;;;;31/03/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1458005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1458005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1458005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1458005;-58.102.499.999.999.900;-14.710.599.999.999.900
6 - RIO PARANÁ;;MT;TANGARÁ DA SERRA;ITAMARATI;ITAMARATI;;;Pluviométrica;1458006;UHE JUBA II JUSANTE;-147.606;-580.242;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/03/2012;;;;31/03/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1458006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1458006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1458006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1458006;-5.802.419.999.999.990;-14.760.599.999.999.900
1 - RIO AMAZONAS;;MT;VILA BELA DA SANTÍSSIMA TRINDADE;INMET;INMET;;;Pluviométrica;1459000;SAPÉ (AGROPECUÁRIA);-146.667;-593.333;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;;;;;31/01/1970;31/01/1970;31/01/1970;31/01/1970;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1459000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1459000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1459000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1459000;-5.933.329.999.999.990;-14.666.699.999.999.900
1 - RIO AMAZONAS;;MT;NOVA LACERDA;ANA;CPRM;CPRM-GO;20;Pluviométrica;1459003;NOVA LACERDA;-144.694;-595.939;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/09/1999;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1459003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1459003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1459003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1459003;-5.959.389.999.999.990;-1.446.939.999.999.990
1 - RIO AMAZONAS;;MT;NOVA LACERDA;GACEL;GACEL;;1;Pluviométrica;1459004;PCH SALTO CORGÃO JUSANTE;-144.575;-595.086;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/03/2012;;;;31/03/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1459004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1459004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1459004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1459004;-59.508.599.999.999.900;-14.457.499.999.999.900
2 - RIO TOCANTINS;;MT;ARAGUAIANA;ANA;CPRM;CPRM-GO;97;Pluviométrica;1551005;ARAGUAIANA;-157.381;-518.281;;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;;;;;31/10/2018;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1551005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1551005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1551005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1551005;-5.182.809.999.999.990;-15.738.099.999.999.900
2 - RIO TOCANTINS;;MT;GENERAL CARNEIRO;ANA;CPRM;CPRM-GO;19;Pluviométrica;1552001;GENERAL CARNEIRO;-157.111;-527.544;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;28/02/1971;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1552001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1552001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1552001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1552001;-52.754.399.999.999.900;-1.571.109.999.999.990
2 - RIO TOCANTINS;;MT;BARRA DO GARÇAS;ANA;CPRM;CPRM-GO;19;Pluviométrica;1552002;TORIQUEJE;-152.503;-530.553;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;28/02/1971;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1552002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1552002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1552002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1552002;-5.305.529.999.999.990;-15.250.299.999.999.900
2 - RIO TOCANTINS;;MT;BARRA DO GARÇAS;ANA;CPRM;CPRM-GO;17;Pluviométrica;1552006;PINDAÍBA;-150.356;-522.375;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/10/1983;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1552006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1552006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1552006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1552006;-52.237.499.999.999.900;-15.035.599.999.999.900
2 - RIO TOCANTINS;;MT;BARRA DO GARÇAS;SEMA-MT;SEMA-MT;;;Pluviométrica;1552008;CÓRREGO FUNDO (EMASA);-159.008;-522.767;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2011;;;;31/07/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1552008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1552008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1552008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1552008;-5.227.669.999.999.990;-15.900.799.999.999.900
2 - RIO TOCANTINS;;MT;ARAGUAIANA;SEMA-MT;HYDROCONSULT;;;Pluviométrica;1552009;FAZENDA RIO CORRENTES;-150.894;-520.489;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2011;;;;31/07/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1552009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1552009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1552009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1552009;-52.048.899.999.999.900;-15.089.399.999.999.900
2 - RIO TOCANTINS;;MT;BARRA DO GARÇAS;CEMADEN;CEMADEN;;;Pluviométrica;1552010;BARRA DO GARÇAS_Secretaria Municipal de Cultura;-158.914;-522.547;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/12/2013;;;;31/12/2013;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1552010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1552010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1552010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1552010;-5.225.469.999.999.990;-15.891.399.999.999.900
2 - RIO TOCANTINS;;MT;GENERAL CARNEIRO;ANA;CPRM;CPRM-GO;19;Pluviométrica;1553003;FAZENDA ANJO DA GUARDA;-155.419;-534.519;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/09/1999;;;;31/07/2014;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1553003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1553003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1553003;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1553003;-53.451.899.999.999.900;-15.541.899.999.999.900
2 - RIO TOCANTINS;;MT;PRIMAVERA DO LESTE;SEMA-MT;HYDROCONSULT;;;Pluviométrica;1553004;FAZENDA SUSPIRO;-152.225;-539.661;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/07/2011;;;;31/07/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1553004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1553004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1553004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1553004;-5.396.609.999.999.990;-15.222.499.999.999.900
6 - RIO PARANÁ;;MT;POXORÉO;INMET;INMET;;;Pluviométrica;1554004;POXORÉO;-158.333;-543.833;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;;;;;;31/08/1978;31/08/1978;31/01/1979;31/08/1978;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1554004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1554004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1554004;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1554004;-5.438.329.999.999.990;-15.833.299.999.999.900
2 - RIO TOCANTINS;;MT;PRIMAVERA DO LESTE;ANA;CPRM;CPRM-GO;19;Pluviométrica;1554005;RIO DAS MORTES;-153.147;-541.758;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/03/1976;;;;31/12/2013;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1554005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1554005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1554005;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1554005;-5.417.579.999.999.990;-1.531.469.999.999.990
6 - RIO PARANÁ;;MT;JACIARA;ANA;CPRM;CPRM-GO;18;Pluviométrica;1554006;JACIARA;-159.889;-549.683;;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;;Não;Não;Não;;;;;;31/10/1965;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1554006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1554006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1554006;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1554006;-5.496.829.999.999.990;-15.988.899.999.999.900
2 - RIO TOCANTINS;;MT;PRIMAVERA DO LESTE;PRIMAVERA;PRIMAVERA;;;Pluviométrica;1554007;PCH PRIMAVERA JUSANTE;-153.717;-543.836;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/12/2013;;;;31/12/2013;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1554007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1554007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1554007;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1554007;-54.383.599.999.999.900;-15.371.699.999.999.900
6 - RIO PARANÁ;;MT;JACIARA;SEMA-MT;HYDROCONSULT;;;Pluviométrica;1554008;RIO SÃO LOURENÇO - SÃO PEDRO DA CIPA;-159.981;-549.217;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/09/2011;;;;30/09/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1554008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1554008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1554008;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1554008;-5.492.169.999.999.990;-15.998.099.999.999.900
2 - RIO TOCANTINS;;MT;PRIMAVERA DO LESTE;SEMA-MT;HYDROCONSULT;;;Pluviométrica;1554009;ÁGUAS CLARAS;-15.305;-541.861;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;Não;Não;;;;;;30/04/2012;;;;30/04/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1554009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1554009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1554009;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1554009;-5.418.609.999.999.990;-1.530.499.999.999.990
2 - RIO TOCANTINS;;MT;POXORÉO;PRIMAVERA;PRIMAVERA;;;Pluviométrica;1554010;PCH PRIMAVERA MONTANTE 1;-154.072;-544.322;;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;Não;Não;Não;;;;;;31/12/2013;;;;31/12/2013;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=1554010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=1554010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=1554010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=1554010;-54.432.199.999.999.900;-15.407.199.999.999.900
